4	0	5.591760034688151	1	8.3836262032851	2	7.487959928147596	3	3.887493019892146	4	18.288749825275417	5	16.539135241605273	6	8.353505074916683	
3.5	0	6.123412218630928	1	12.796894666454909	2	10.707667972504941	3	8.370246512193198	4	16.29010493324623	5	13.867397094251345	6	4.342868232232895	
2	0	10.41717724537078	1	16.931956398213813	2	13.1649302577938	3	16.20505686921324	4	10.41717724537078	5	4.601557393569356	6	2.638282007047134	
4.5	0	2.1660403433204367	1	7.394711387568035	2	5.643691074370192	3	2.525988810447265	4	17.823025020154752	5	16.814147809950583	6	8.675914610257275	
4	0	3.065427476341312	1	11.164780207857351	2	8.792922198023382	3	6.1444757624601944	4	17.093260369211357	5	12.902389995371845	6	6.970563828386913	
3.5	0	8.326231448596666	1	12.719114783457803	2	10.983937987618628	3	3.6538624712879892	4	12.611322472712567	5	10.64886589125518	6	4.314055725264136	
3.5	0	9.632400318242649	1	14.716135741812803	2	11.877148645805796	3	6.8625382576776435	4	15.51920201881543	5	13.044186375220615	6	5.407202956796654	
4	0	3.8989110764146817	1	9.675035032119853	2	10.812005659974272	3	3.8989110764146817	4	17.6643386759854	5	14.999821197331023	6	6.844986401584967	
4.5	0	3.7575580434869473	1	7.609015077338796	2	7.362747537420499	3	0.0	4	17.543338002910115	5	17.13054599952897	6	8.349174334967591	
3.5	0	4.8746342459959475	1	9.784609390585848	2	9.228334178595269	3	4.366840431141109	4	16.468334442165034	5	14.17189170684305	6	7.0293132460593055	
2.5	0	8.744746725538306	1	12.978030782519095	2	8.639822007657635	3	9.73150869998407	4	15.10104050995199	5	11.944533098054313	6	3.674780545482039	
3.5	0	6.908335852272564	1	16.178846695157922	2	8.269607781806444	3	6.1676675501285185	4	12.52979716022457	5	9.630641817868288	6	2.2568594261604598	
3	0	9.63776928375228	1	16.06998383509725	2	7.52574989159953	3	7.52574989159953	4	8.650077887873971	5	8.092119005908634	6	2.035381368699719	
